OrderID,IdentityFeature1,IdentityFeature2,IdentityFeature3,IdentityFeature4,IdentityFeature5,IdentityFeature6,IdentityFeature7,IdentityFeature8,IdentityFeature9,IdentityFeature10,IdentityFeature11,IdentityFeature12,IdentityFeature13,IdentityFeature14,IdentityFeature15,IdentityFeature16,IdentityFeature17,IdentityFeature18,IdentityFeature19,IdentityFeature20,IdentityFeature21,IdentityFeature22,IdentityFeature23,IdentityFeature24,IdentityFeature25,IdentityFeature26,IdentityFeature27,IdentityFeature28,IdentityFeature29,IdentityFeature30,IdentityFeature31,IdentityFeature32,IdentityFeature33,IdentityFeature34,IdentityFeature35,IdentityFeature36,IdentityFeature37,IdentityFeature38,DeviceOS,DeviceModel
3321517,-5.0,498989.0,,,0.0,0.0,,,,,100.0,NotFound,33.0,,New,NotFound,225.0,,266.0,325.0,,,,,,,,New,NotFound,,chrome 64.0 for android,,,,F,F,T,F,mobile,SM-J510MN Build/MMB29M
3102161,-5.0,79774.0,,,,,,,,,100.0,NotFound,52.0,-420.0,New,NotFound,166.0,,492.0,549.0,,,,,,,,New,NotFound,Windows 10,edge 16.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
3522110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266980,-5.0,169442.0,,,0.0,-9.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,153.0,325.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,F,desktop,Windows
3429936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035320,-5.0,75759.0,,,2.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,404.0,575.0,,,,,,,,New,NotFound,iOS 10.3.3,mobile safari 10.0,32.0,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
3320771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3378504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099352,-5.0,108964.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,,630.0,222.0,,,,,,,,New,NotFound,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3084340,-5.0,77229.0,,,5.0,-25.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,20.0,646.0,401.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,
3547667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048153,-45.0,75925.0,0.0,0.0,25.0,-100.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,611.0,333.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1280x1024,match_status:1,T,F,T,T,desktop,Trident/7.0
3069469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3198341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3237054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3513629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067900,0.0,35573.0,,,1.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,312.0,277.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,T,T,mobile,iOS Device
3089771,-5.0,84670.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,215.0,535.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1600x900,match_status:2,T,F,T,T,desktop,Trident/7.0
3015588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3538612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3410455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3136962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3195895,-5.0,70305.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,F,desktop,Windows
3193953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3378197,-10.0,239751.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,19.0,,Found,Found,225.0,,427.0,563.0,,,,,,,,Found,Found,,chrome 63.0 for android,,,,F,F,T,F,mobile,XT1032 Build/LPBS23.13-57-2
3101846,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3142331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210951,-5.0,79916.0,,,0.0,0.0,,,,,100.0,Found,49.0,-300.0,New,NotFound,166.0,,100.0,500.0,,,,,,,,New,NotFound,iOS 10.3.3,mobile safari 10.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
3422219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3213188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3515957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3178069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3345069,-5.0,64556.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,633.0,277.0,,,,,,,,New,NotFound,Windows 10,chrome 64.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3378009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543379,-20.0,244072.0,,,0.0,0.0,,,,,100.0,NotFound,27.0,,Unknown,,225.0,,427.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,F,mobile,
3444038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3469033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3473195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3312175,-5.0,365822.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,153.0,595.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,F,desktop,Windows
2987152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3254733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083698,0.0,67302.0,0.0,0.0,0.0,-6.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,13.0,529.0,549.0,,,,,,,,Found,Found,Mac OS X 10_12_6,chrome 62.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,MacOS
3331689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3504083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3295823,-5.0,151975.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,507.0,,,,,,,,Found,Found,,chrome 64.0,,,,F,F,T,F,desktop,Windows
3394317,-20.0,237492.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,,Unknown,,225.0,,266.0,122.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
3017776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3267405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3185064,-5.0,138764.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,,Found,Found,225.0,15.0,290.0,401.0,,,,,,,,Found,Found,,chrome 63.0 for android,,,,F,F,T,F,mobile,SM-G955U Build/NRD90M
3166546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450306,-25.0,206300.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,,Unknown,,225.0,15.0,266.0,305.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
3156979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3552796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3332070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3270877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370196,-5.0,251152.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,,290.0,401.0,,,,,,,,Found,Found,,chrome generic for android,,,,F,F,T,F,mobile,SM-G570M Build/MMB29K
3248690,-5.0,6101.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,278.0,256.0,,,,,,,,Found,Found,Windows 10,edge 15.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
3510536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3212663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097481,-40.0,66885.0,0.0,0.0,-4.0,-17.0,,,0.0,0.0,100.0,Found,18.0,-300.0,Found,Found,166.0,15.0,321.0,533.0,,,,,,,,Found,Found,Android 7.0,chrome 63.0 for android,32.0,1280x720,match_status:2,T,F,T,T,mobile,LG-TP260 Build/NRD90U
3287562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041930,0.0,34239.0,,,0.0,0.0,,,,,100.0,NotFound,,-360.0,New,NotFound,166.0,13.0,312.0,214.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
3098669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3310268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3403062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020822,-10.0,187366.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3372398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3387015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3166939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3325558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3257499,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3476124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3462918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3476327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364574,-5.0,589649.0,,,0.0,0.0,,,,,100.0,NotFound,33.0,,New,NotFound,225.0,,427.0,325.0,,,,,,,,New,NotFound,,chrome generic,,,,F,F,T,F,desktop,SM-G900M Build/LRX21T
3303110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3526633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044408,-5.0,75935.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,312.0,600.0,,,,,,,,New,NotFound,Mac OS X 10_13_2,safari generic,24.0,1920x1080,match_status:2,T,F,F,F,desktop,MacOS
3315747,-10.0,268032.0,,,0.0,-6.0,,,,,100.0,NotFound,33.0,,New,NotFound,225.0,15.0,290.0,401.0,,,,,,,,New,NotFound,,chrome 64.0 for android,,,,F,F,T,F,mobile,SM-T350 Build/NMF26X
3016789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3253683,-5.0,611297.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,312.0,280.0,,,,,,,,New,NotFound,Windows 10,chrome 64.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3014818,0.0,61786.0,0.0,0.0,0.0,-5.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,529.0,549.0,,,,,,,,Found,Found,Mac OS X 10_12_6,chrome 62.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,MacOS
3411325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3192850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3136904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3253884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3538016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3528569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3362408,-5.0,379191.0,,,2.0,-5.0,,,,,100.0,NotFound,52.0,60.0,New,NotFound,148.0,,184.0,310.0,,,,,,,,New,NotFound,,chrome 49.0,,,,F,T,T,F,desktop,
3279834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3332740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3377609,-5.0,41847.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,454.0,600.0,,,,,,,,Found,Found,Windows 10,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Trident/7.0
3427358,-5.0,88182.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,-300.0,New,NotFound,166.0,15.0,390.0,549.0,,,,,,,,New,NotFound,iOS 11.2.6,mobile safari generic,32.0,2208x1242,match_status:1,T,F,T,F,mobile,iOS Device
3389592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440941,-5.0,140408.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,,266.0,315.0,,,,,,,,Found,Found,,chrome 64.0,,,,F,F,T,F,desktop,
3031662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3267622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3213769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444961,-20.0,283813.0,,,0.0,-8.0,,,,,100.0,NotFound,64.0,,Unknown,,225.0,,290.0,588.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
3127846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3458104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076046,-5.0,75020.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,372.0,215.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Trident/7.0
3065376,-10.0,272387.0,0.0,0.0,0.0,-5.0,,,0.0,0.0,100.0,Found,49.0,-300.0,Found,Found,166.0,15.0,352.0,333.0,,,,,,,,Found,Found,iOS 10.3.1,mobile safari 10.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
3492031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056164,-25.0,106107.0,0.0,0.0,2.0,-33.0,20.0,-33.0,0.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,12.0,317.0,256.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,102.0,Found,Found,Found,Android 7.0,chrome 62.0 for android,32.0,2560x1440,match_status:2,T,F,T,F,mobile,SAMSUNG-SM-G890A Build/NRD90M
3527636,-10.0,1543.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,633.0,533.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,1366x767,match_status:2,T,F,T,T,desktop,Windows
3122421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3497511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3232038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034781,-5.0,142085.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,18.0,548.0,100.0,,,,,,,,New,NotFound,iOS 10.3.3,mobile safari 10.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3025793,-5.0,279145.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,49.0,-360.0,Found,Found,166.0,,204.0,222.0,,,,,,,,Found,Found,Android 7.0,chrome 62.0 for android,32.0,2220x1080,match_status:2,T,F,T,F,mobile,SM-G950U Build/NRD90M
3177695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3234206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120041,-5.0,170744.0,,,13.0,-8.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,13.0,321.0,214.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2001x1125,match_status:1,T,F,F,F,mobile,iOS Device
3488038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3169649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015810,-5.0,152813.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,49.0,-420.0,Found,Found,166.0,,621.0,225.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,F,mobile,iOS Device
3387235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3426848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3534037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3158590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3424775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3244010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3279552,-5.0,79327.0,,,0.0,0.0,,,,,100.0,Found,33.0,-300.0,New,NotFound,166.0,15.0,100.0,489.0,,,,,,,,New,NotFound,Mac OS X 10_13_2,safari generic,24.0,1280x800,match_status:2,T,F,F,F,desktop,MacOS
3539293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054703,-5.0,131367.0,,,0.0,-11.0,,,,,100.0,NotFound,52.0,-420.0,New,NotFound,166.0,15.0,650.0,266.0,,,,,,,,New,NotFound,Windows 7,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
3425531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256558,-5.0,413097.0,0.0,0.0,1.0,-9.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,15.0,414.0,561.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,,F,F,T,F,mobile,SM-A720F Build/NRD90M
3322950,-5.0,59189.0,,,8.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,100.0,535.0,,,,,,,,New,NotFound,Windows 10,edge 16.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3169052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3196854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567803,-5.0,580.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,215.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 66.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3246698,-5.0,277412.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-480.0,Found,NotFound,166.0,,633.0,222.0,,,,,,,,Found,NotFound,Windows 10,chrome 63.0,24.0,1440x900,match_status:2,T,F,T,F,desktop,Windows
3480140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3264761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3418138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100018,-5.0,170988.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,215.0,521.0,,,,,,,,New,NotFound,Mac OS X 10_12_6,safari generic,24.0,1440x900,match_status:2,T,F,F,F,desktop,MacOS
3260017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3531113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3134611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3482391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3393981,-25.0,2442.0,0.0,0.0,1.0,-63.0,3.0,-100.0,0.0,0.0,100.0,Found,11.0,-300.0,Found,Found,166.0,13.0,122.0,535.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,119.0,Found,Found,Found,Android,chrome 63.0,32.0,2560x1440,match_status:2,T,F,T,T,mobile,
3137270,-15.0,,,,,,,,,,,NotFound,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3091295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3315379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059042,0.0,349171.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,153.0,325.0,,,,,,,,New,NotFound,,chrome 63.0 for android,,,,F,F,T,T,mobile,BLADE L7 Build/MRA58K
3110195,-5.0,250073.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-420.0,New,NotFound,166.0,13.0,216.0,225.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari generic,32.0,1334x750,match_status:2,T,F,T,F,mobile,iOS Device
